id	Species	Year	Type	State	Date	Location	Latitude	Longitude	Range	Region	Elevation	Time	Band.	Sex	Age	Blood	Fecal	CP	Photo	Measurer	Wing	Tail	Tarsus	Notes	Bill_Culmen	Bill_Exposed	Bill_Depth	Bill_Width	W_bar	W_bar_width	Chin_throat	Chin	Throat	Nape	Back	Rump	Breast	Belly	Sum	Complete_plumage	Plumage_score	Treatment.2021	Age.2021	Mass	Box	Nest	sum2	Plumage_score2	Tot_for_plu_sc
EXTR-NEG-2022-1	NA	2022	neg_extr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
EXTR-NEG-2022-2	NA	2022	neg_extr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
JL-NEG-EXT-1	NA	2021	neg_extr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
MB-EXT-NEG-1	NA	2021	neg_extr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
NEG-EXTR-1	NA	2020	neg_extr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
NEG-EXTR-2	NA	2020	neg_extr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
neg-pcr-1	NA	NA	neg-pcr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
neg-pcr-4	NA	NA	neg-pcr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
neg-pcr-6	NA	NA	neg-pcr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
neg-pcr-8	NA	NA	neg-pcr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
neg-pcr-9	NA	NA	neg-pcr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
UF23B04	BWWA	2021	sample	MI	23-Jun	Sippy Rd	43.838801	-86.180862	Sympatric	LPN	210.4	8:40	289043925	M	AHY	Y	Y	2	Y-Canon pink	MB	60	48	17.6	"Same net as UF23B03, tick under right eye, lost some belly feathers before capture/looked ruffled, GWWA also present, couldn't capture"	8.6	10.3	3.4	3	0	1	0	0	0	0	0	1	0	0	2	Y	0.9375	NA	NA	NA	NA	NA	2	0.9375	
UF23B05	GWWA	2021	sample	MI	23-Jun	Sippy Rd	43.840003	-86.180504	Sympatric	LPN	208.9	9:50	289043926	M	AHY	Y	Y	3	Y-Canon pink	MB	63	50	17.8		8.4	10.6	3.5	3.3	5	3	22	2	2	3	4	3	4	4	26	Y	0.1875	NA	NA	NA	NA	NA	30	0.0625	
UF24B01	GWWA	2021	sample	MI	24-Jun	Norconck Rd	44.453252	-86.05612	Sympatric	LPN	233	7:30	289043927	M	AHY	Y	Y	3	Y-Canon pink	MB	59	46	17	"COYE (UF24B02) caught in same net, chin/throat mostly black with some white patches"	9.1	11.1	3.8	3.5	5	3	12	1	2	3	2	3	4	4	12	Y	0.625	NA	NA	NA	NA	NA	27	0.15625	
UF24B03	GWWA	2021	sample	MI	24-Jun	Norconck Rd	44.453446	-86.055199	Sympatric	LPN	232.9	8:46	289043929	M	AHY	Y	Y	3	Y-Canon pink	MB	61	46	17.6	Tick above beak between eyes	8	10.2	3.3	3	4	3	22	2	2	4	3	2	4	4	10	Y	0.6875	NA	NA	NA	NA	NA	28	0.125	
UF24B04	GWWA	2021	sample	MI	24-Jun	Norconck Rd	44.453446	-86.055199	Sympatric	LPN	232.9	9:12	289043930	M	AHY	Y	Y	2	Y-Canon pink	MB	58	46	17.3	"Flew into net after closing it up! Same net as UF24B03, white on chin same as first bird, check picks for back/rump"	8.5	10.8	4	3.9	5	3	12	1	2	4	3	2	4	4	25	Y	0.21875	NA	NA	NA	NA	NA	28	0.125	
UF24B05	GWWA	2021	sample	MI	24-Jun	Norconck Rd	44.452611	-86.055548	Sympatric	LPN	232.1	9:55	289043931	M	AHY	Y	Y	2	Y-Canon pink	MB	62	48	17.1	"White speck on chin, significant BWWA coloration on back and breast"	8.6	10.8	3.9	3.8	4	2	12	1	2	4	3	2	3	4	22	Y	0.3125	NA	NA	NA	NA	NA	25	0.21875	
UF25B01	GWWA	2021	sample	MI	25-Jun	Jordan River Rd	45.047906	-84.973654	Sympatric	LPN	276.2	8:30	289043932	M	AHY	Y	Y	3	Y-Canon pink	MB	63	49	17.9	Stinker	8	10.3	3.8	3.6	5	3	22	2	2	4	4	4	4	4	28	Y	0.125	NA	NA	NA	NA	NA	32	0	
UF25B02	GWWA	2021	sample	MI	25-Jun	Pinney Bridge Rd	45.013643	-85.030111	Sympatric	LPN	221.3	12:20	289043933	M	AHY	Y	Y	2	Y-Canon pink	MB	63	48	16.7	"BREW a little futher down Jordan River Rd. Could not catch, he ghosted us!"	8.6	11	3.5	3.2	4	3	22	2	2	4	4	4	4	4	27	Y	0.15625	NA	NA	NA	NA	NA	31	0.03125	
UF26B01	GWWA	2021	sample	MI	26-Jun	Cascade Rd	45.00889	-85.02462	Sympatric	LPN	231.3	9:08	289043934	M	AHY	Y	Y	3	Y-Canon pink	MB	61	50	16.8	White patch on neck	8.9	10.9	3.5	3.4	4	2	12	1	2	4	4	4	4	4	26	Y	0.1875	NA	NA	NA	NA	NA	29	0.09375	
UF28B01	GWWA	2021	sample	MI	28-Jun	Au Train River Basin	46.24654	-86.855724	Sympatric	UP	238.3	7:30	289043935	M	AHY	Y	Y	3	Y-Canon pink	MB	65	50	17.5	Missing some outer tail feathers on left side	8.7	11.3	3.7	3.3	5	3	22	2	2	4	2	3	4	4	25	Y	0.21875	NA	NA	NA	NA	NA	29	0.09375	
UF28B02	GWWA	2021	sample	MI	28-Jun	Au Train River Basin	46.247491	-86.873704	Sympatric	UP	245.4	8:55	289043936	M	AHY	Y	Y	3	Y-Canon pink	MB	64	48	17.4	"Belly looks dirty, check wing bar picture (width seems to be between 1 and 2)"	8.1	10.5	3.8	3.4	5	2	22	2	2	3	3	3	4	4	24	Y	0.25	NA	NA	NA	NA	NA	28	0.125	
UF28B03	BWWA	2021	sample	MI	28-Jun	Au Train River Basin	46.251019	-86.874096	Sympatric	UP	241.4	9:50	289043937	F	AHY	Y	Y	NA	Y-Canon pink	MB	56	47	17.5	"On territory with male UF28B05 (BWWA), brood patch present"	7.8	9.8	3.4	3.4	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
UF28B05	BWWA	2021	sample	MI	28-Jun	Au Train River Basin	46.250815	-86.874051	Sympatric	UP	245.1	11:30	289043939	M	AHY	Y	Y	3	Y-Canon pink	MB	61	47	17.1	"Check width of wing bar from picture, tick in front of left eye, on territory with female UF28B03"	7.7	10.3	3.6	3	0	1	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
UG01B01	GWWA	2021	sample	MI	1-Jul	Tuttle Marsh	44.368432	-83.442306	Sympatric	LPN	186.9	7:35	289043940	M	AHY	Y	Y	3	Y-Canon pink	MB	61	47	17.3	"Slight white patch under beak, not sure if runp is dirt or olive (selected 4). Feather taken."	8.6	10.6	3.7	3.4	5	3	12	1	2	4	4	4	4	4	28	Y	0.125	NA	NA	NA	NA	NA	31	0.03125	
UG01B02	GWWA	2021	sample	MI	1-Jul	Tuttle Marsh	44.368432	-83.442306	Sympatric	LPN	186.9	7:40	289043941	M	AHY	Y	Y	3	Y-Canon pink	MB	60	48	16.3	"Same net as UG01B01, smaller than other birds, yes we double checked measurements"	7.8	9.9	3.2	3.8	5	3	22	2	2	4	4	3	4	4	27	Y	0.15625	NA	NA	NA	NA	NA	31	0.03125	
UG01B03	GWWA	2021	sample	MI	1-Jul	Tuttle Marsh	44.35488	-83.476774	Sympatric	LPN	185.2	10:27	289043942	M	AHY	Y	Y	2	Y-Canon pink	MB	60	46	17	White spot on chin	8.5	10.8	3.7	3.8	5	3	22	2	2	4	4	4	4	4	28	Y	0.125	NA	NA	NA	NA	NA	32	0	
UG02B01	BRWA	2021	sample	MI	2-Jul	Carrol Creek Drain (off N Coleman Rd)	43.655186	-84.583699	Sympatric	LPN	214.4	8:20	289043943	M	AHY	Y	Y	1	Y-Canon pink	MB	61	48	16.4	"Wing bars all yellow, but look less bright than GWWA, Mal GWWA observed here too but he ghosted us"	8.9	10.7	3.4	3.4	5	2	0	0	0	4	4	4	4	4	27	Y	0.15625	NA	NA	NA	NA	NA	27	0.15625	
UG02B02	BRWA	2021	sample	MI	2-Jul	Carrol Creek Drain (off N Coleman Rd)	43.655186	-84.583699	Sympatric	LPN	214.4	8:52	289043943	M	AHY	Y	Y	1	Y-Canon pink	MB				2nd sample (re-bagged him to try to capture GWWA. He pooped again)	8.9	10.7	3.4	3.4	5	2	0	0	0	4	4	4	4	4	27	Y	0.15625	NA	NA	NA	NA	NA	27	0.15625	
UG06B01	BWWA	2021	sample	PA	6-Jul	State Game Lands 230	40.274443	-77.196669	Allopatric	SE	157.7	8:25	289043944	M	AHY	Y	Y	2	Y-Canon pink	MB	61	49	17.5	"blood on left wing, check photos for wing bar score, check rump"	8.6	10.3	3.7	3.6	1	0	0	0	0		0	1	0	0	2	Y	0.9375	NA	NA	NA	NA	NA	2	0.9375	
UG12K01	BWWA	2021	sample	MI	12-Jul	FCTC-LACE	42.302139	-85.349492	Sympatric	LPS	257.5434319	9:40	291014862	F	SY	Y	Y	NA	N	BK	57	45	14.63						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
UG13B01	BWWA	2021	sample	PA	13-Jul	Mothersbaugh swamp	40.6595	-77.891479	Sympatric	Central	303.3	7:36	289043946	M	AHY	Y	Y	2	Y-Canon pink	MB	60	45	16.3	"Beak is weird (deformed or injured), check color score for wing bar in photos"	8.3	10.4	2.9	3.1	3	0	0	0	0	0	0	0	0	0	3	Y	0.90625	NA	NA	NA	NA	NA	3	0.90625	
UG31K01	BWWA	2021	sample	MI	31-Jul	FCTC-LACE	42.302139	-85.349492	Sympatric	LPS	257.5434319		291014863	F	HY	Y	Y	NA	N	BK	57	44	14.63						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
VE08A01	EABL	2022	sample	PA	8-May	Arboretum	NA	NA	NA	NA	NA	16:39	294109402	F	ASY	N	Y	0	N	AC	100	NA	23.26		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	food	adult	27.94	70	70	NA	NA	
VE09A01	EABL	2022	sample	PA	9-May	Arboretum	NA	NA	NA	NA	NA	9:08	294109401	F	ASY	N	Y	0	N	AC	101	NA	22.44		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	food	adult	31.16	14	14	NA	NA	
VE10A01	EABL	2022	sample	PA	10-May	Arboretum	NA	NA	NA	NA	NA	9:43	294109415	F	ASY	N	Y	0	N	AC	NA	NA	NA	2nd incubation capture for this breeding attempt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	control	adult	NA	64	64	NA	NA	
VE11A01	EABL	2022	sample	PA	11-May	Arboretum	NA	NA	NA	NA	NA	7:40	294109415	F	ASY	N	Y	0	N	AC	99	NA	23.35	"bird escaped during sampling, try again tomorrow"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	control	adult	31.38	64	64	NA	NA	
VE15A01	EABL	2022	sample	PA	15-May	Arboretum	NA	NA	NA	NA	NA	8:30	288111105	F	ASY	N	Y	0	N	AC	100	NA	21.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	control	adult	29.55	53	53	NA	NA	
VE19A01	EABL	2022	sample	PA	19-May	Arboretum	NA	NA	NA	NA	NA	8:35	288111107	F	ASY	N	Y	0	N	AC	101	NA	23.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	food	adult	32.52	55	55	NA	NA	
VE19A02	EABL	2022	sample	PA	19-May	Arboretum	NA	NA	NA	NA	NA	10:11	294109405	F	ASY	N	Y	0	N	AC	99	NA	24.04		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	control	adult	32.52	58	58	NA	NA	
VE20A01	EABL	2022	sample	PA	21-May	Arboretum	NA	NA	NA	NA	NA	8:43	294109409	F	ASY	N	Y	0	N	AC	95	NA	20.95		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	food	adult	28.66	37	37	NA	NA	
VE24T01	GWWA	2022	sample	PA	5/24/22	Scotia Barrens	40.780736	-77.952192	Sympatric	Central	383	6:53	291074006	M	SY	Y	Y	3	Cannon	DT	64	51	16.7		8.5	10.5	3.3	3.1	5	1	22	2	2	3	3	3	3	4	22	Y	0.3125	NA	NA	NA	NA	NA	26	0.1875	
VE24T02	GWWA	2022	sample	PA	5/24/22	Scotia Barrens	40.77695	-77.95791	Sympatric	Central	377	8:12	283030104	M	ASY	N	Y	3	Cannon	DT	64	50	16.3	Multiple measurements	8.2	10.9	3.3	2.9	5	2	12	1	2	4	4	4	4	4	27	Y	0.15625	NA	NA	NA	NA	NA	30	0.0625	
VE24T03	INTR	2022	sample	PA	5/24/22	Scotia Barrens	40.776695	-77.956035	Sympatric	Central	378	9:25	283030108	M	AHY	Y	Y	3	Cannon	DT	61	48	16.3		8.5	11.9	3.4	3	4	3	12	1	2	1	1	0	1	2	12	Y	0.625	NA	NA	NA	NA	NA	15	0.53125	
VE24T04	BRWA	2022	sample	PA	5/24/22	Scotia Barrens	40.760377	-77.973962	Sympatric	Central	357	10:53	283030109	M	AHY	Y	Y	3	Cannon	DT	64	50	16.3	Missing some tail feathers	8.6	11.4	3.5	3	4	1	0	0	0	4	4	4	3	3	23	Y	0.28125	NA	NA	NA	NA	NA	23	0.28125	
VE25A01	EABL	2021	sample	PA	25-May	Arboretum	NA	NA	NA	NA	NA	11:35	294109419	F	ASY	N	Y	0	N	AC	100	NA	23.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	control	adult	33.55	81	81	NA	NA	
VE26T01	BRWA	2022	sample	PA	5/26/22	Loop at Shavers	40.662879	-77.924668	Sympatric	Central	255	6:44	291074010	M	SY	Y	Y	3	Cannon	DT	60	48	16.3		8.3	10.5	3.2	3	3	2	0	0	0	4	3	3	2	4	21	Y	0.34375	NA	NA	NA	NA	NA	21	0.34375	
VE26T02	BRWA	2022	sample	PA	5/26/22	Loop at Shavers	40.662879	-77.924668	Sympatric	Central	255	6:50	291074011	M	SY	Y	Y	3	Daves iPhone	DT	64	51	16.7	Touch of black in mask	8.8	10.2	3.2	3	2	0	0	0	0	4	4	4	4	4	22	Y	0.3125	NA	NA	NA	NA	NA	22	0.3125	
VE26T03	BWWA	2022	sample	PA	5/26/22	Loop at Shavers	40.662879	-77.924668	Sympatric	Central	255	6:50	291074012	M	SY	Y	Y	3	Daves iPhone	DT	60	49	15.3		8.2	10.2	3.4	3.3	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
VE26T04	GWWA	2022	sample	PA	5/26/22	Loop at Shavers	40.662879	-77.924668	Sympatric	Central	255	8:37	291074013	M	SY	Y	Y	3	Daves iPhone	DT	64	48	16.2		8.3	10.7	3.6	3	3	2	22	2	2	4	4	4	4	4	25	Y	0.21875	NA	NA	NA	NA	NA	29	0.09375	
VE28A01	EABL	2022	sample	PA	28-May	Arboretum	NA	NA	NA	NA	NA	9:56	294109572	F	SY	N	Y	0	N	AC	96	NA	23.38		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	control	chick	30.3	79	79	NA	NA	
VE31B02	BWWA	2022	sample	PA	31-May	Pine Swamp	40.6273	-75.95151	Allopatric	SE	200	10:50	297040401	M	AHY	Y	Y	3	Y-Canon green	MB	60	46	18.5	"five to six bwwa singing, would not go into the net"	8.9	11.3	3.7	3.1	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
VE31K01	BWWA	2022	sample	MI	31-May	FCTC-SABO	42.296944	-85.303333	Sympatric	LPS	NA	8:00	291044847	M	SY	Y	Y	3	N	RK	62			New					NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
VF01A01	EABL	2022	sample	PA	1-Jun	Arboretum	NA	NA	NA	NA	NA	7:26	288111101	F	ASY	N	Y	0	N	AC	98	NA	22.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	control	adult	30.33	102	102	NA	NA	
VF01B01	BWWA	2022	sample	PA	1-Jun	Reservoir Rd	40.751277	-75.704045	Allopatric	SE	250.5	6:47	297040402	M	AHY	y	y	3	Y-Canon green	MB	62	45	17.4	"tick on right eye, field sparrow same net"	8.1	10.7	3.5	3.3	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
VF01B02	BWWA	2022	sample	PA	1-Jun	Reservoir Rd	40.748967	-75.718383	Allopatric	SE	249	9:44	297040403	M	AHY	Y	Y	3	Y-Canon green	MB	60	45	17	tick above nose	9.1	12.3	3.2	3.2	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
VF01B03	BWWA	2022	sample	PA	1-Jun	Reservoir Rd	40.749017	-75.718776	Allopatric	SE	254	10:52	297040404	M	AHY	Y	Y	3	Y-Canon green	MB	63	47	17.9	thicker eye line	8.1	10.6	3.3	3.2	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
VF01B04	BWWA	2022	sample	PA	1-Jun	Reservoir Rd	40.750327	-75.713481	Allopatric	SE	264	12:02	297040405	M	AHY	Y	Y	3	Y-Canon green	MB	62	48	16.7		8.4	11	3.2	3	1	1	0	0	0	0	0	0	0	0	2	Y	0.9375	NA	NA	NA	NA	NA	2	0.9375	
VF02B01	BWWA	2022	sample	PA	2-Jun	W Deerview drive	40.559877	-76.152135	Allopatric	SE	275	6:39	297040406	M	AHY	Y	Y	3	Y-Canon green	MB	60	46	17.1		8.8	10.7	3.4	3.2	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
VF02B02	BWWA	2022	sample	PA	2-Jun	W Deerview drive	40.560166	-76.151958	Allopatric	SE	269.5	7:26	297040406	M	AHY	Y	Y	3	Y-Canon green	MB				"recap, second poop"	8.8	10.7	3.4	3.2	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
VF02B03	BWWA	2022	sample	PA	2-Jun	W Deerview drive	40.560166	-76.151958	Allopatric	SE	269.5	7:31	297040407	M	AHY	Y	Y	3	Y-Canon green	MB	60	45	17.6		8.4	11.9	3.4	3.3	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
VF02B04	BWWA	2022	sample	PA	2-Jun	W Deerview drive	40.560465	-76.150486	Allopatric	SE	267	8:52	297040408	M	AHY	N	Y	3	Y-Canon green	MB	61	46	17.4	"No blood, pulled tail feather!"	7.7	10	2.9	3	2	0	0	0	0	0	0	0	0	0	2	Y	0.9375	NA	NA	NA	NA	NA	2	0.9375	
VF02B05	BWWA	2022	sample	PA	2-Jun	W Deerview drive	40.558902	-76.143996	Allopatric	SE	299	10:18	297040409	M	AHY	Y	Y	3	Y-Canon green	MB	62	49	17.4	Review photos for nape score	8.6	11.4	3.4	3.3	2	0	0	0	0	0	0	0	0	0	2	Y	0.9375	NA	NA	NA	NA	NA	2	0.9375	
VF02K01	BWWA	2022	sample	MI	2-Jun	FCTC-MOTT	42.296944	-85.324167	Sympatric	LPS	NA	11:20	291044848	M	SY	Y	Y	2	N	RK	60	45	17.56	New					NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
VF03A01	EABL	2022	sample	PA	3-Jun	Arboretum	NA	NA	NA	NA	NA	7:35	294109482	F	SY	N	Y	0	N	AC	100	NA	22.1	failed before hatching	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	food	chick	22.7	43	43	NA	NA	
VF03B01	BWWA	2022	sample	PA	3-Jun	Pine Swamp	40.627794	-75.952197	Allopatric	SE	204	7:02	297040410	M	AHY	Y	Y	3	Y-Canon green	MB	59	45	18.7		8.8	10.7	3.5	3.1	1	1	0	0	0	0	0	0	0	0	2	Y	0.9375	NA	NA	NA	NA	NA	2	0.9375	
VF03B02	BWWA	2022	sample	PA	3-Jun	Pine Swamp	40.628075	-75.94831	Allopatric	SE	189	7:58	297040411	M	AHY	Y	Y	3	Y-Canon green	MB	61	45	17.3	"Tail feather, very little blood"	8.7	10.5	3.2	3	4	2	0	0	0	0	0	0	0	0	6	Y	0.8125	NA	NA	NA	NA	NA	6	0.8125	
VF04A02	EABL	2022	sample	PA	4-Jun	Arboretum	NA	NA	NA	NA	NA	19:33	294109479	F	SY	N	Y	0	N	AC	99	NA	22.7	doesn't seem like that good of a sample	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	food	chick	35.14	60	60	NA	NA	
VF10K01	BWWA	2022	sample	MI	10-Jun	FCTC-SABO	42.296944	-85.303333	Sympatric	LPS	NA	8:40	291044850	M	ASY	Y	Y	3	N	RK	62	42	14.25	New					NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
VF11K01	BWWA	2022	sample	MI	11-Jun	FCTC-LACE	42.302122	-85.349444	Sympatric	LPS	NA	6:40	291044851	F	SY	Y	Y	NA	N	RK	57	45	15.5	New. BP 3					NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
VF11K02	BWWA	2022	sample	MI	11-Jun	FCTC-LACE	42.302122	-85.349444	Sympatric	LPS	NA	6:40	290097355	M	ASY	Y	Y	3	N	RK	62	44	15	Recap					NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
VF11K03	BWWA	2022	sample	MI	11-Jun	FCTC-LACE	42.302122	-85.349444	Sympatric	LPS	NA	7:40	291014855	M	SY	Y	Y	3	N	RK	62	48	16	Recap					NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
VF14B01	BWWA	2022	sample	MI	14-Jun	Petersburg SGA	41.875341	-83.693966	Sympatric	LPS	206	6:31	297040412	M	AHY	Y	Y	3	Y-Canon green	MB	58	46	17.2		8.1	10.9	3.5	3.5	0	0	0	0	0	0	0	0	0	0	0	Y	1	NA	NA	NA	NA	NA	0	1	
VF14B02	BWWA	2022	sample	MI	14-Jun	Petersburg SGA	41.875417	-83.69663	Sympatric	LPS	206	8:00	297040413	M	AHY	Y	Y	3	Y-Canon green	MB	61	45	16.9		8.4	10.5	3.5	3.2	3	1	0	0	0	1	0	0	0	0	5	Y	0.84375	NA	NA	NA	NA	NA	5	0.84375	
VF14B03	BWWA	2022	sample	MI	14-Jun	Petersburg SGA	41.878964	-83.692852	Sympatric	LPS	209	9:40	297040414	M	AHY	Y	Y	3	Y-Canon green	MB	60	45	18.1		7.6	11.5	3.6	3.3	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
VF14B04	BWWA	2022	sample	MI	14-Jun	Petersburg SGA	41.877938	-83.692077	Sympatric	LPS	206	10:52	297040415	M	AHY	Y	Y	3	Y-Canon green	MB	61	47	16.5		7.7	11	3.6	3.4	1	0	0	0	0	1	0	0	0	0	2	Y	0.9375	NA	NA	NA	NA	NA	2	0.9375	
VF15B01	BWWA	2022	sample	MI	15-Jun	Port Huron SGA	43.036105	-82.572167	Sympatric	LPS	211	6:45	297040416	M	AHY	Y	Y	3	Y-Canon green	MB	62	48	17.9		7.9	10.9	3.7	3.4	2	1	0	0	0	2	1	0	0	0	6	Y	0.8125	NA	NA	NA	NA	NA	6	0.8125	
VF15B02	BWWA	2022	sample	MI	15-Jun	Port Huron SGA	43.03554	-82.5756	Sympatric	LPS	209	8:10	297040417	M	AHY	Y	Y	3	Y-Canon green	MB	59	45	17	"Brewster's almost in the same net! BRWA: yellow breast, singing BWWA song. Didn't catch."	7.8	10.4	3.4	3.4	0	0	0	0	0	0	0	0	0	0	0	Y	1	NA	NA	NA	NA	NA	0	1	
VF15B03	BWWA	2022	sample	MI	15-Jun	Port Huron SGA	43.03322	-82.583102	Sympatric	LPS	182	9:47	297040418	M	AHY	Y	Y	3	Y-Canon green	MB	62	50	17.1	"Odd habitat, captured in forest. Tail feather 4th from right side of bird only a vein? No plumes? Some dark feathers beyond eye in mask."	8.5	11.1	3.2	3.5	0	1	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
VF16B02	GWWA	2022	sample	MI	16-Jun	Natalie Road	46.346477	-85.558674	Sympatric	UP	221.9	8:30	297040420	M	AHY	Y	Y	3	Y-Canon green	MB	62	49	17		7.9	10.6	3.3	3.3	5	3	22	2	2	4	3	3	4	4	26	Y	0.1875	NA	NA	NA	NA	NA	30	0.0625	
